questionType,contentType,contentBody,intAnswer,prepTime(in_seconds),floatAnswer.max,floatAnswer.min,fitbAnswer,mcscAnswer,subjectiveAnswer,option.1,option.2,option.3,option.4,mcmcAnswer,tagRelationships,difficultyLevel,answerExplanationType,answerExplanation
mcsc,markdown,"Ask user for age. Keep asking until they enter a valid age (0-120).

**Example Interaction:**
Enter your age (0-120): 150
Invalid age! Must be between 0 and 120
Enter your age (0-120): -5
Invalid age! Must be between 0 and 120
Enter your age (0-120): 25
Valid age entered: 25

**Hint:** Priming read, loop while invalid (age < 0 or age > 120).",,,,,,,,,,,,,,,markdown,"**Problem:** Print all coordinates for a 4x4 grid.

**Solution:**
```python
for row in range(4):
    for col in range(4):
        print(f""({row},{col})"", end=' ')
    print()
```

**Output:**
(0,0) (0,1) (0,2) (0,3)
(1,0) (1,1) (1,2) (1,3)
(2,0) (2,1) (2,2) (2,3)
(3,0) (3,1) (3,2) (3,3)

**Explanation:**
- Outer loop: row from 0 to 3
- Inner loop: col from 0 to 3
- Print coordinates (row, col) for each position
- Creates a 4×4 grid of coordinates

**Key Concept:** Loop indices represent positions in grid."
mcsc,markdown,"Create an interactive menu that loops until user chooses to exit.

Options:
1. Option A
2. Option B
3. Option C
4. Exit

**Example Output:**
=== Menu ===
1. Option A
2. Option B
3. Option C
4. Exit
Enter choice: 1
You selected Option A

=== Menu ===
1. Option A
2. Option B
3. Option C
4. Exit
Enter choice: 4
Exiting...
Program ended

**Hint:** Loop while choice != ""4"", display menu each iteration, use if/elif for choices.",,,,,,,,,,,,,,,markdown,"**Problem:** Find target element and print its position.

**Solution:**
```python
matrix = [[10, 20, 30], [40, 50, 60], [70, 80, 90]]
target = 50
found = False

for row_idx in range(len(matrix)):
    for col_idx in range(len(matrix[row_idx])):
        if matrix[row_idx][col_idx] == target:
            print(f""Found at row {row_idx}, col {col_idx}"")
            found = True
            break
    if found:
        break
```

**Output:**
Found at row 1, col 1

**Explanation:**
- Nested loops with indices to track position
- Check each element against target
- When found, print position and set flag
- Break from both loops using flag

**Key Concept:** Use indices when you need position information."
mcsc,markdown,"Given number 12345, find the sum of all its digits (1+2+3+4+5 = 15).

**Expected Output:**
Sum of digits: 15

**Hint:** Use `number % 10` to get last digit, `number //= 10` to remove it. Loop while number > 0.",,,,,,,,,,,,,,,markdown,"**Problem:** Transpose a 3x2 matrix (swap rows and columns).

**Solution:**
```python
matrix = [[1, 2],
          [3, 4],
          [5, 6]]

transpose = []
for col in range(2):
    new_row = []
    for row in range(3):
        new_row.append(matrix[row][col])
    transpose.append(new_row)

print(transpose)
```

**Output:**
```python
[[1, 3, 5],
 [2, 4, 6]]
```

**Explanation:**
- Original: 3 rows × 2 columns
- Transpose: 2 rows × 3 columns
- For each column in original, create a row in transpose
- Column 0 of original [1, 3, 5] becomes row 0 of transpose
- Column 1 of original [2, 4, 6] becomes row 1 of transpose

**Key Concept:** Swap i and j to transpose."
mcsc,markdown,"Reverse the digits of 12345 to get 54321.

**Expected Output:**
Reversed: 54321

**Hint:** Extract digits one by one, build reversed number: `reversed = reversed * 10 + digit`.",,,,,,,,,,,,,,,markdown,"**Problem:** Print diagonal pattern for 5x5 grid.

**Solution:**
```python
for row in range(5):
    for col in range(5):
        if row == col:
            print('*', end=' ')
        else:
            print('.', end=' ')
    print()
```

**Output:**
* . . . .
. * . . .
. . * . .
. . . * .
. . . . *

**Explanation:**
- When row index equals column index, it's on diagonal
- (0,0), (1,1), (2,2), (3,3), (4,4) are diagonal
- Print '*' for diagonal, '.' for others

**Key Concept:** Conditional based on row/col relationship creates patterns."
mcsc,markdown,"Calculate the Greatest Common Divisor (GCD) of 48 and 18 using the Euclidean algorithm.

**Expected Output:**
GCD: 6

**Hint:** While b != 0, swap a and b, set b = a % b. Result is in a when loop ends.",,,,,,,,,,,,,,,markdown,"**Problem:** Print alternating * and . in checkerboard.

**Solution:**
```python
for row in range(5):
    for col in range(5):
        if (row + col) % 2 == 0:
            print('*', end=' ')
        else:
            print('.', end=' ')
    print()
```

**Output:**
* . * . *
. * . * .
* . * . *
. * . * .
* . * . *

**Explanation:**
- Sum of row and column indices determines pattern
- If sum is even: print '*'
- If sum is odd: print '.'
- (0,0) sum=0 (even) → *
- (0,1) sum=1 (odd) → .
- (0,2) sum=2 (even) → *

**Key Concept:** Mathematical relationship between indices creates patterns."
mcsc,markdown,"Check if 29 is a prime number. A prime has no divisors except 1 and itself.

**Expected Output:**
29 is prime

**Hint:** Loop while `divisor * divisor <= number`, check if `number % divisor == 0`. Break if divisor found.",,,,,,,,,,,,,,,markdown,"**Problem:** Print all 3-digit combinations from digits 0-2.

**Solution:**
```python
for hundreds in range(3):
    for tens in range(3):
        for ones in range(3):
            print(f""{hundreds}{tens}{ones}"", end=' ')
        print()  # New line after each row of tens
```

**Output:**
000 001 002
010 011 012
020 021 022
100 101 102
110 111 112
120 121 122
200 201 202
210 211 212
220 221 222

**Explanation:**
- Triple nested loop for 3 positions
- Outer: hundreds place (0, 1, 2)
- Middle: tens place (0, 1, 2)
- Inner: ones place (0, 1, 2)
- Total combinations: 3 × 3 × 3 = 27

**Key Concept:** Triple nesting for three-level combinations.

---


Due to space, here are concise solutions for remaining problems:

**Problem 16: Prime Number Grid** - Nested loops with is_prime helper function checking each element.

**Problem 17: Row and Column Sums** - First nested loop sums rows, second nested loop sums columns.

**Problem 18: Pascal's Triangle** - Build each row from previous row using nested loops.

**Problem 19: Spiral Matrix** - Track direction and boundaries while filling matrix spirally.

**Problem 20: Diamond Pattern** - Combine increasing triangle (spaces decrease, stars increase) with decreasing triangle.

**Problem 21: Flatten 2D List** - Nested loops append each element to new 1D list.

**Problem 22: Common Elements** - Nested loops check if element exists in all lists.

**Problem 23: Nested Counters** - Count total iterations: outer × middle × inner.

**Problem 24: Matrix Multiplication** - Triple nested: i for rows, j for cols, k for dot product.

**Problem 25: Border Pattern** - Print '*' when row or col is 0 or max, else space.

**Problem 26: Times Table** - Outer loop for number, inner for multipliers 1-5.

**Problem 27: Sum Diagonal** - Sum elements where `matrix[i][i]`.

**Problem 28: Identity Matrix** - Set to 1 when i==j, else 0.

**Problem 29: All Substrings** - Outer for start, inner for end, slice `s[start:end]`.

**Problem 30: Sequential Matrix** - Track counter, increment for each position.

---


```python
for i in range(m):
    for j in range(n):
        print('*', end=' ')
    print()
```

```python
for i in range(n):
    for j in range(i + 1):
        print('*', end=' ')
    print()
```

```python
for i in range(n, 0, -1):
    for j in range(i):
        print('*', end=' ')
    print()
```

```python
for i in range(1, n+1):
    print(' ' * (n-i), end='')
    print('* ' * i)
```

```python
for row in matrix:
    for element in row:
        process(element)
```

```python
for i in range(len(matrix)):
    for j in range(len(matrix[i])):
        print(matrix[i][j])
```

```python
for i in range(n):
    for j in range(n):
        if condition(i, j):
            print('X')
        else:
            print('O')
    print()
```

---


1. **Index Confusion:** Swapping i and j
2. **Missing Newline:** Forgetting `print()` after inner loop
3. **Range Errors:** Using wrong range for variable-sized patterns
4. **Break Issues:** Not propagating break to outer loop
5. **Performance:** Not considering O(n²) or O(n³) complexity

---


1. **Descriptive Names:** Use `row, col` instead of `i, j`
2. **Comments:** Document what each level represents
3. **Test Small:** Start with 3×3 before scaling
4. **Visualize First:** Draw expected output
5. **Extract Logic:** Move complex operations to functions"
mcsc,markdown,"Starting with 10, apply Collatz rules until reaching 1:
- If even: divide by 2
- If odd: multiply by 3 and add 1

Print the sequence and count steps.

**Expected Output:**
Starting with 10:
10 → 5 → 16 → 8 → 4 → 2 → 1
Reached 1 in 6 steps

**Hint:** Loop while n != 1, apply rule based on n % 2.",,,,,,,,,,,,,,,markdown,"**Problem:** Print a list without consecutive duplicates.

**Solution:**
```python
numbers = [1, 1, 2, 2, 2, 3, 4, 4, 5]
prev = None

for num in numbers:
    if num == prev:
        continue
    print(num, end=' ')
    prev = num
```

**Output:**
1 2 3 4 5

**Explanation:**
- Track previous value with variable
- For each number, check if it equals previous
- If yes, continue skips it (consecutive duplicate)
- If no, print it and update previous
- First 1: prev is None, so print it, prev becomes 1
- Second 1: equals prev, skip it
- First 2: different from prev (1), print it, prev becomes 2
- And so on...

**Key Concept:** Tracking previous values helps detect consecutive patterns."
mcsc,markdown,"Simulate a bank account with initial balance $1000. Options:
1. Deposit
2. Withdraw
3. Quit

Validate transactions (positive amounts, sufficient balance).

**Example Interaction:**
Balance: $1000
1. Deposit
2. Withdraw
3. Quit
Choose action: 1
Deposit amount: $500
Deposited $500

Balance: $1500
1. Deposit
2. Withdraw
3. Quit
Choose action: 2
Withdraw amount: $200
Withdrew $200

Balance: $1300
1. Deposit
2. Withdraw
3. Quit
Choose action: 3
Thank you!
Final balance: $1300

**Hint:** Loop until action == ""quit"", validate amounts before updating balance.",,,,,,,,,,,,,,,markdown,"**Problem:** Check if all numbers in a list are even. Stop if you find an odd number.

**Solution:**
```python
numbers1 = [2, 4, 6, 8]
print(""List 1:"")
for num in numbers1:
    if num % 2 != 0:
        print(f""Not all even (found {num})"")
        break
else:
    print(""All numbers are even"")

print()

numbers2 = [2, 4, 5, 8]
print(""List 2:"")
for num in numbers2:
    if num % 2 != 0:
        print(f""Not all even (found {num})"")
        break
else:
    print(""All numbers are even"")
```

**Output:**
List 1:
All numbers are even

List 2:
Not all even (found 5)

**Explanation:**
- Check each number for oddness
- If odd number found, print message and break
- If loop completes (no odd found), else clause prints success
- List 1: All even, loop completes, else executes
- List 2: 5 is odd, break occurs, else doesn't execute
- This validates ""all"" condition efficiently

**Key Concept:** For-else elegantly handles ""all elements match"" validation."
mcsc,markdown,"Calculate 2^5 without using the ** operator. Use repeated multiplication.

**Expected Output:**
2^5 = 32

**Hint:** result = 1, loop exponent times, multiply result by base each time.",,,,,,,,,,,,,,,markdown,"**Problem:** Search for multiple targets in a list. Stop if any target is not found.

**Solution:**
```python
numbers = [10, 20, 30, 40, 50]
targets = [20, 50, 60]

for target in targets:
    for index, num in enumerate(numbers):
        if num == target:
            print(f""{target} found at index {index}"")
            break
    else:
        print(f""{target} not found - stopping search"")
        break
```

**Output:**
20 found at index 1
50 found at index 4
60 not found - stopping search

**Explanation:**
- Outer loop iterates through targets
- Inner loop searches for each target in numbers
- If target found, break inner loop (else doesn't execute)
- If inner loop completes without break, target not found
- The else clause of inner loop breaks outer loop
- 20 found at index 1, 50 found at index 4
- 60 not in list, inner loop completes, else breaks outer loop

**Key Concept:** For-else can control outer loops from inner loop completion."
mcsc,markdown,"Count how many times the letter 'l' appears in ""hello world"" using a while loop and indexing.

**Expected Output:**
'l' appears 3 times

**Hint:** Use index to access each character, loop while index < len(text).",,,,,,,,,,,,,,,markdown,"**Problem:** Print numbers from 1 to 20, but skip numbers 8 through 12 (inclusive).

**Solution:**
```python
for num in range(1, 21):
    if 8 <= num <= 12:
        continue
    print(num, end=' ')
```

**Output:**
1 2 3 4 5 6 7 13 14 15 16 17 18 19 20

**Explanation:**
- Loop through 1 to 20
- Check if number is in range 8-12 using chained comparison
- If yes, continue skips it
- Numbers 8, 9, 10, 11, 12 are all skipped
- All others are printed

**Key Concept:** Chained comparisons (`8 <= num <= 12`) are concise and readable."
mcsc,markdown,"Keep asking user for numbers until they enter ""done"". Find and print the maximum value entered.

**Example Interaction:**
Enter a number (or 'done'): 45
Enter a number (or 'done'): 12
Enter a number (or 'done'): 78
Enter a number (or 'done'): 23
Enter a number (or 'done'): done
Maximum value: 78

**Hint:** Use None for initial max_value, update if num > max_value. Handle ""no numbers"" case.

---",,,,,,,,,,,,,,,markdown,"**Problem:** Find the first prime number in a list of numbers.

**Solution:**
```python
def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True

numbers = [4, 6, 8, 9, 11, 15, 17]

for num in numbers:
    if is_prime(num):
        print(f""First prime: {num}"")
        break
```

**Output:**
First prime: 11

**Explanation:**
- Helper function checks if a number is prime
- Loop through each number in the list
- Use helper function to check primality
- 4, 6, 8, 9 are not prime
- 11 is prime (only divisible by 1 and 11)
- Print and break when first prime found
- 15 and 17 are never checked

**Key Concept:** Helper functions can encapsulate complex conditions for break statements."
mcsc,markdown,"Sum all even numbers from 2 to 20 using a while loop.

**Expected Output:**
Sum: 110

---",,,,,,,,,,,,,,,markdown,"**Problem:** Calculate sum of each row in a 2D list, but stop if any row sum exceeds 20.

**Solution:**
```python
matrix = [[1, 2, 3],
          [4, 5, 6],
          [7, 8, 9]]

for row_idx, row in enumerate(matrix):
    row_sum = sum(row)
    if row_sum > 20:
        print(f""Row {row_idx} sum: {row_sum} - exceeds limit, stopping"")
        break
    print(f""Row {row_idx} sum: {row_sum}"")
```

**Output:**
Row 0 sum: 6
Row 1 sum: 15
Row 2 sum: 24 - exceeds limit, stopping

**Explanation:**
- Loop through each row with enumerate
- Calculate sum of each row using `sum()` function
- Row 0: 1+2+3 = 6 (OK, continue)
- Row 1: 4+5+6 = 15 (OK, continue)
- Row 2: 7+8+9 = 24 (exceeds 20, break)
- Processing stops at row 2

**Key Concept:** Break can enforce limits or thresholds during processing."
mcsc,markdown,"Print the multiplication table for 7 (7×1 through 7×10).

**Expected Output:**
7 x 1 = 7
7 x 2 = 14
7 x 3 = 21
...
7 x 10 = 70

---",,,,,,,,,,,,,,,markdown,"**Problem:** Print each character in a string except vowels.

**Solution:**
```python
text = ""Education""

for char in text:
    if char.lower() in ""aeiou"":
        continue
    print(char, end=' ')
```

**Output:**
E d c t n

**Explanation:**
- Loop through each character
- Convert to lowercase for comparison
- Check if it's a vowel (a, e, i, o, u)
- If vowel, continue skips it
- 'E' is capital but we check lowercase 'e' (vowel) - wait, this would skip it!

**Corrected Solution:**
```python
text = ""Education""

for char in text:
    if char.lower() in ""aeiou"":
        continue
    print(char, end=' ')
```

**Actual Output:**
d c t n

**Explanation (Corrected):**
- 'E' → 'e' is vowel, skip
- 'd' is consonant, print
- 'u' is vowel, skip
- 'c' is consonant, print
- 'a' is vowel, skip
- 't' is consonant, print
- 'i' is vowel, skip
- 'o' is vowel, skip
- 'n' is consonant, print

**Key Concept:** Use `.lower()` to make case-insensitive comparisons."
mcsc,markdown,"Count vowels in a given string using a while loop.

Test string: ""Hello World""

**Expected Output:**
Vowel count: 3

**Hint:** Check if each character is in ""aeiouAEIOU"".

---",,,,,,,,,,,,,,,markdown,"**Problem:** Print the first 5 even numbers from a range of 1 to 50.

**Solution:**
```python
count = 0

for num in range(1, 51):
    if num % 2 == 0:
        print(num, end=' ')
        count += 1
        if count == 5:
            break
```

**Output:**
2 4 6 8 10

**Explanation:**
- Initialize counter to track how many evens printed
- Loop through 1 to 50
- Check if number is even
- If even, print it and increment counter
- When counter reaches 5, break
- Only first 5 evens are printed: 2, 4, 6, 8, 10

**Key Concept:** Counters with break can limit output to first N matches."
mcsc,markdown,"Find the digital root of a number (keep summing digits until single digit remains).

For 38: 3+8=11, 1+1=2 → Digital root is 2

**Expected Output:**
Digital root of 38: 2

**Hint:** Outer loop while number >= 10, inner loop sums digits.

---",,,,,,,,,,,,,,,markdown,"**Problem:** Search for a key in a dictionary. If found, print its value and stop.

**Solution:**
```python
person = {""name"": ""Alice"", ""age"": 25, ""city"": ""NYC""}
search_key = ""age""

for key, value in person.items():
    if key == search_key:
        print(f""Found {key}: {value}"")
        break
```

**Output:**
Found age: 25

**Explanation:**
- Use `.items()` to loop through key-value pairs
- Check if current key matches search key
- When found, print key and value, then break
- More efficient than checking all keys

**Alternative (Direct Access):**
```python
if ""age"" in person:
    print(f""Found age: {person['age']}"")
```
This is actually more efficient for dictionaries, but the loop demonstrates break usage.

**Key Concept:** Break works with dictionary iteration, though direct access is often better."
mcsc,markdown,"Convert decimal number 13 to binary using a while loop.

**Expected Output:**
13 in binary: 1101

**Hint:** Repeatedly divide by 2, collect remainders, reverse at end.",,,,,,,,,,,,,,,markdown,"**Problem:** Print non-empty strings from a list.

**Solution:**
```python
words = [""Hello"", """", ""World"", """", ""Python""]

for word in words:
    if not word:  # or: if word == """"
        continue
    print(word)
```

**Output:**
Hello
World
Python

**Explanation:**
- Loop through each word
- Empty string is ""falsy"" in Python, so `not word` is True
- If word is empty, continue skips it
- Only non-empty strings are printed

**Key Concept:** Empty strings are falsy, making `not word` a concise check."
mcsc,markdown,Which of the following is the primary advantage of **controlling while loops using break statement**?,,,,,,1,,It automates the execution of repetitive tasks over a sequence or condition.,It replaces the need for defining functions in a program.,It automatically converts all data types into strings.,It prevents the program from encountering infinite loops.,,,,markdown,
subjective,markdown,"Write a program that finds and prints the first even number from a list, then stops.

Given list: `[1, 3, 5, 8, 9, 11, 13]`

**Expected Output:**
First even number: 8

**Hint:** Use a for loop to iterate through the list. When you find an even number (`num % 2 == 0`), print it and use `break` to exit.",,,,,,,,,,,,,,0,markdown,"**Problem:** Print a 5x5 multiplication table.

**Solution:**
```python
for i in range(1, 6):
    for j in range(1, 6):
        print(f""{i}x{j}={i*j:2}"", end=""  "")
    print()  # New line after each row
```

**Output:**
1x1=1  1x2=2  1x3=3  1x4=4  1x5=5
2x1=2  2x2=4  2x3=6  2x4=8  2x5=10
3x1=3  3x2=6  3x3=9  3x4=12 3x5=15
4x1=4  4x2=8  4x3=12 4x4=16 4x5=20
5x1=5  5x2=10 5x3=15 5x4=20 5x5=25

**Explanation:**
- Outer loop (`i`) runs 5 times for rows (1-5)
- Inner loop (`j`) runs 5 times for columns (1-5)
- For each combination, print i×j
- `{i*j:2}` formats numbers with minimum 2 spaces for alignment
- `print()` after inner loop creates new line for next row

**Key Concept:** Nested loops create a grid where outer loop controls rows, inner controls columns."
subjective,markdown,"Search for the word ""python"" in a list of words. Print ""Found!"" and stop when you find it.

Given list: `[""java"", ""javascript"", ""python"", ""ruby"", ""go""]`

**Expected Output:**
Found python!

**Hint:** Iterate through the list, check if word equals ""python"", then break.",,,,,,,,,,,,,,0,markdown,"**Problem:** Print a rectangle of stars with 4 rows and 6 columns.

**Solution:**
```python
for row in range(4):
    for col in range(6):
        print('*', end=' ')
    print()  # New line after each row
```

**Output:**
* * * * * *
* * * * * *
* * * * * *
* * * * * *

**Explanation:**
- Outer loop runs 4 times (4 rows)
- Inner loop runs 6 times (6 columns)
- Print star on each iteration of inner loop
- New line after inner loop completes
- Total stars: 4 × 6 = 24

**Key Concept:** Same range for both loops creates a rectangle."
subjective,markdown,"Print numbers from a list until you encounter a negative number. Stop immediately when you find one.

Given list: `[10, 20, 30, -5, 40, 50]`

**Expected Output:**
10
20
30
Negative number found, stopping

**Hint:** Loop through list, check if `num < 0`, print message and break.",,,,,,,,,,,,,,0.5,markdown,"**Problem:** Print a right-angled triangle pattern with 5 rows.

**Solution:**
```python
for row in range(1, 6):
    for col in range(row):
        print('*', end=' ')
    print()
```

**Output:**
*
* *
* * *
* * * *
* * * * *

**Explanation:**
- Row 1: inner loop runs 1 time (range(1) = 0)
- Row 2: inner loop runs 2 times (range(2) = 0,1)
- Row 3: inner loop runs 3 times
- And so on...
- Number of stars per row equals row number

**Key Concept:** Inner loop range depends on outer loop variable creates triangle."
subjective,markdown,"Count from 1 upward. Stop when you reach 5.

**Expected Output:**
1
2
3
4
5

**Hint:** Use a while loop with a counter. When counter reaches 5, print it and break.",,,,,,,,,,,,,,0.5,markdown,"**Problem:** Print a triangle where each row contains row number repeated.

**Solution:**
```python
for row in range(1, 6):
    for col in range(row):
        print(row, end=' ')
    print()
```

**Output:**
1
2 2
3 3 3
4 4 4 4
5 5 5 5 5

**Explanation:**
- Same structure as star triangle
- Instead of printing '*', print the row number
- Row 1 prints: 1
- Row 2 prints: 2 2
- Row 3 prints: 3 3 3

**Key Concept:** Use outer loop variable in inner loop body for patterns."
